epoch,loss,masked_binary_accuracy,masked_f1,masked_iou,masked_precision,masked_recall,val_loss,val_masked_binary_accuracy,val_masked_f1,val_masked_iou,val_masked_precision,val_masked_recall
0,0.4192987084388733,0.8498789668083191,0.18006882071495056,0.10223371535539627,0.1107039526104927,0.6915294528007507,0.5529081225395203,0.9329836964607239,0.20083793997764587,0.11357253789901733,0.12603382766246796,0.5809689164161682
1,0.3729311525821686,0.8825264573097229,0.17741341888904572,0.0995144322514534,0.1035679429769516,0.7456461191177368,0.5114811062812805,0.8711492419242859,0.15658390522003174,0.08648901432752609,0.09237267822027206,0.6363053917884827
2,0.3651790916919708,0.8748841285705566,0.17578978836536407,0.09845931828022003,0.1021551713347435,0.7521811127662659,0.510615348815918,0.8829783797264099,0.1713879257440567,0.09515547007322311,0.10352671891450882,0.6061463356018066
3,0.3575229048728943,0.8767877221107483,0.17207960784435272,0.0962098240852356,0.09952019900083542,0.7649053931236267,0.5162465572357178,0.884026825428009,0.17625343799591064,0.09826650470495224,0.10660592466592789,0.6096510887145996
